claim_id,sale_id,component_code,component_name,component_family,supplier_code,sale_date,claim_date,days_since_sale,market_region,use_case,failure_mode,claim_cost_gbp,repeat_claim
CLM-01530,SALE-10904,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-06-06,2026-03-31,298,Americas,Off-roading,Non-start,789.61,False
CLM-01531,SALE-03594,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-03-16,2025-11-03,232,Americas,Commuting,Leak,497.0,False
CLM-01532,SALE-07128,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-11-11,2026-04-14,519,Americas,Off-roading,Corrosion,686.36,False
CLM-01533,SALE-10613,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-01-24,2025-07-11,168,EU,Commercial,Intermittent,865.85,False
CLM-01534,SALE-08869,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-03-18,2025-05-22,65,UK,Commercial,Non-start,861.64,False
CLM-01535,SALE-04557,UN5-Z3JQ,Front Bumper,Body,HBRP-OIG8,2025-01-18,2025-07-31,194,EU,Commuting,Noise,581.33,False
CLM-01536,SALE-01403,37Q-9AH8,Starter Motor,Electrical,HBRP-OIG8,2025-01-01,2026-03-29,452,Americas,Commuting,Intermittent,260.82,False
CLM-01537,SALE-05691,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-11-02,2025-04-21,170,EU,Commuting,Noise,231.64,False
CLM-01538,SALE-06513,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-04-04,2025-11-21,231,MENA,Commuting,Non-start,390.5,False
CLM-01539,SALE-08086,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-01-28,2025-11-05,281,MENA,Commuting,Non-start,905.77,False
CLM-01540,SALE-01351,XOI-65FD,Tailgate,Body,38HY-F9SX,2025-03-19,2025-03-25,6,UK,Commercial,Noise,218.85,False
CLM-01541,SALE-11338,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-05-13,2026-02-01,264,UK,Off-roading,Non-start,2020.57,False
CLM-01542,SALE-09195,RVH-S1K3,Turbocharger,Powertrain,B9M8-0O2R,2025-06-13,2025-08-05,53,UK,Commercial,Noise,2373.16,False
CLM-01543,SALE-12732,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-02-24,2025-03-15,19,Americas,Leisure,Corrosion,1782.76,False
CLM-01544,SALE-11809,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-03-25,2025-12-15,265,MENA,Leisure,Corrosion,347.74,False
CLM-01545,SALE-11428,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-10-22,2025-04-01,161,Americas,Commuting,Leak,213.92,False
CLM-01546,SALE-01386,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-10-07,2025-03-16,160,MENA,Off-roading,Noise,1193.63,False
CLM-01547,SALE-10091,AU5-BHXT,Suspension Control Arm,Chassis,38HY-F9SX,2025-05-21,2025-06-13,23,MENA,Leisure,Non-start,528.97,False
CLM-01548,SALE-07849,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-03-21,2025-08-30,162,UK,Off-roading,Noise,162.88,False
CLM-01549,SALE-06952,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2024-12-28,2025-12-06,343,EU,Off-roading,Leak,1836.05,False
CLM-01550,SALE-11785,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2024-12-17,2026-02-06,416,Americas,Leisure,Non-start,1315.88,False
CLM-01551,SALE-00209,PDP-FF5E,Steering Column,Chassis,F1CB-FNO6,2024-10-28,2025-11-17,385,EU,Off-roading,Noise,542.85,False
CLM-01552,SALE-06807,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-10-29,2024-11-05,7,UK,Commercial,Leak,628.44,False
CLM-01553,SALE-05890,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-01-05,2026-06-25,536,EU,Commercial,Noise,420.71,False
CLM-01554,SALE-05813,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-04-22,2025-08-30,130,Americas,Leisure,Intermittent,626.51,False
CLM-01555,SALE-04317,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-02-14,2025-10-28,256,MENA,Commuting,Intermittent,516.97,False
CLM-01556,SALE-01689,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-05-04,2026-01-09,250,EU,Commercial,Corrosion,210.88,False
CLM-01557,SALE-13266,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-04-12,2026-03-17,339,Americas,Off-roading,Noise,1077.87,False
CLM-01558,SALE-10620,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-10-27,2025-10-18,356,Americas,Commercial,Leak,1827.64,False
CLM-01559,SALE-04913,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-03-17,2026-01-23,312,UK,Commercial,Leak,836.8,False
CLM-01560,SALE-07192,HJK-1EYY,Drive Shaft,Powertrain,38HY-F9SX,2025-04-07,2026-08-03,483,MENA,Commuting,Non-start,1518.05,False
CLM-01561,SALE-08386,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-10-17,2024-11-18,32,UK,Leisure,Noise,706.06,False
CLM-01562,SALE-10756,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-05-31,2025-09-01,93,MENA,Off-roading,Non-start,3095.4,False
CLM-01563,SALE-05933,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-01-21,2026-06-27,522,MENA,Off-roading,Noise,459.02,False
CLM-01564,SALE-12726,RVH-S1K3,Turbocharger,Powertrain,B9M8-0O2R,2024-10-20,2024-11-23,34,EU,Leisure,Non-start,2326.01,False
CLM-01565,SALE-04505,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-05-08,2026-02-21,289,MENA,Commercial,Noise,386.82,False
CLM-01566,SALE-05630,AQ6-L6GT,Brake Caliper,Chassis,HBRP-OIG8,2025-04-26,2026-04-05,344,MENA,Leisure,Noise,377.17,False
CLM-01567,SALE-04331,6MJ-XK87,Compressor,HVAC,F1CB-FNO6,2024-10-16,2026-03-08,508,MENA,Off-roading,Intermittent,611.25,False
CLM-01568,SALE-02915,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-10-15,2025-08-24,313,Americas,Off-roading,Leak,2262.2,False
CLM-01569,SALE-08073,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-10-19,2025-05-11,204,UK,Off-roading,Noise,617.74,False
CLM-01570,SALE-05213,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-11-07,2025-06-17,222,UK,Commuting,Noise,2759.65,False
CLM-01571,SALE-05757,37Q-9AH8,Starter Motor,Electrical,F1CB-FNO6,2025-02-27,2025-03-31,32,UK,Commercial,Intermittent,836.51,False
CLM-01572,SALE-13147,XOI-65FD,Tailgate,Body,B9M8-0O2R,2024-11-04,2026-01-07,429,Americas,Commuting,Noise,182.08,False
CLM-01573,SALE-00204,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-12-06,2024-12-08,2,Americas,Commercial,Corrosion,789.02,False
CLM-01574,SALE-00050,UN5-Z3JQ,Front Bumper,Body,F1CB-FNO6,2025-02-16,2026-07-08,507,Americas,Off-roading,Corrosion,293.72,False
CLM-01575,SALE-06191,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-05-16,2026-08-21,462,Americas,Leisure,Leak,585.53,False
CLM-01576,SALE-07362,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-12-29,2025-06-30,183,Americas,Commuting,Noise,609.84,False
CLM-01577,SALE-05002,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-11-11,2025-01-09,59,UK,Commercial,Intermittent,728.37,False
CLM-01578,SALE-11265,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-04-16,2026-01-30,289,Americas,Commercial,Non-start,553.19,False
CLM-01579,SALE-01496,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-02-09,2025-05-16,96,MENA,Commuting,Leak,665.29,False
CLM-01580,SALE-01163,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-03-19,2026-08-06,505,Americas,Off-roading,Intermittent,275.54,False
CLM-01581,SALE-02422,AU5-BHXT,Suspension Control Arm,Chassis,F1CB-FNO6,2024-12-21,2025-07-20,211,UK,Commercial,Noise,826.39,False
CLM-01582,SALE-13179,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-10-16,2026-01-17,458,EU,Commercial,Leak,2928.38,False
CLM-01583,SALE-10431,PDP-FF5E,Steering Column,Chassis,F1CB-FNO6,2024-12-16,2025-01-14,29,MENA,Commuting,Noise,704.98,False
CLM-01584,SALE-05380,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-05-06,2025-11-25,203,Americas,Off-roading,Leak,408.36,False
CLM-01585,SALE-05583,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-02-07,2025-05-30,112,MENA,Commercial,Corrosion,99.58,False
CLM-01586,SALE-01089,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-06-01,2026-06-01,365,Americas,Off-roading,Non-start,1223.84,False
CLM-01587,SALE-10386,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2024-11-01,2025-03-04,123,UK,Off-roading,Intermittent,513.82,False
CLM-01588,SALE-07913,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-06-29,2026-04-28,303,Americas,Leisure,Noise,605.84,False
CLM-01589,SALE-12492,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-10-30,2025-07-12,255,UK,Commercial,Noise,263.59,False
CLM-01590,SALE-03165,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-12-16,2025-08-02,229,EU,Commercial,Corrosion,1588.65,False
CLM-01591,SALE-04268,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-06-02,2026-05-09,341,UK,Commuting,Leak,1229.57,False
CLM-01592,SALE-12982,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-01-09,2025-12-17,342,MENA,Commercial,Intermittent,458.45,False
CLM-01593,SALE-13207,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-01-24,2025-12-28,338,UK,Commuting,Non-start,298.14,False
CLM-01594,SALE-11798,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-04-13,2025-12-27,258,EU,Off-roading,Corrosion,2649.21,False
CLM-01595,SALE-03584,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-11-06,2025-01-05,60,Americas,Commuting,Intermittent,3445.48,False
CLM-01596,SALE-03844,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-11-27,2025-07-14,229,MENA,Commuting,Noise,774.45,False
CLM-01597,SALE-11994,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-11-12,2025-10-18,340,EU,Commuting,Corrosion,140.38,False
CLM-01598,SALE-10026,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-01-08,2026-03-16,432,UK,Leisure,Corrosion,803.33,False
CLM-01599,SALE-03122,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-01-02,2025-04-30,118,UK,Commuting,Corrosion,2549.26,False
CLM-01600,SALE-09982,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-03-20,2025-04-15,26,UK,Commuting,Non-start,718.16,False
CLM-01601,SALE-09923,PDP-FF5E,Steering Column,Chassis,F1CB-FNO6,2025-04-20,2026-03-26,340,EU,Leisure,Intermittent,943.7,False
CLM-01602,SALE-11008,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-03-14,2025-09-01,171,Americas,Commercial,Leak,496.88,False
CLM-01603,SALE-10582,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-01-15,2025-09-25,253,MENA,Commuting,Noise,1139.75,False
CLM-01604,SALE-06834,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-02-07,2026-07-24,532,EU,Off-roading,Noise,250.24,False
CLM-01605,SALE-08332,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-10-26,2025-10-10,349,EU,Commuting,Corrosion,54.6,False
CLM-01606,SALE-00173,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-05-30,2026-03-30,304,EU,Commercial,Non-start,81.24,False
CLM-01607,SALE-10258,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-01-04,2026-01-16,377,UK,Off-roading,Non-start,847.69,False
CLM-01608,SALE-08292,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-04-15,2026-04-01,351,EU,Leisure,Non-start,384.37,False
CLM-01609,SALE-03646,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-10-27,2025-03-27,151,Americas,Leisure,Intermittent,550.84,False
CLM-01610,SALE-11874,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-12-31,2025-08-18,230,UK,Leisure,Intermittent,1505.3,False
CLM-01611,SALE-10854,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-06-15,2026-05-17,336,Americas,Commuting,Noise,2855.28,False
CLM-01612,SALE-01243,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-04-14,2026-01-14,275,Americas,Commercial,Noise,357.79,False
CLM-01613,SALE-00124,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-03-09,2025-09-29,204,EU,Off-roading,Intermittent,777.37,False
CLM-01614,SALE-01756,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-01-05,2025-08-21,228,MENA,Commuting,Non-start,1460.95,False
CLM-01615,SALE-06217,AU5-BHXT,Suspension Control Arm,Chassis,B9M8-0O2R,2024-10-02,2025-06-28,269,MENA,Leisure,Noise,884.38,False
CLM-01616,SALE-10171,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-02-14,2025-08-12,179,EU,Leisure,Noise,659.24,False
CLM-01617,SALE-08663,UN5-Z3JQ,Front Bumper,Body,F1CB-FNO6,2025-03-10,2025-11-22,257,Americas,Commercial,Intermittent,223.42,False
CLM-01618,SALE-08814,HJK-1EYY,Drive Shaft,Powertrain,F1CB-FNO6,2025-04-04,2026-09-01,515,EU,Commuting,Non-start,3289.62,False
CLM-01619,SALE-08813,AQ6-L6GT,Brake Caliper,Chassis,HBRP-OIG8,2025-05-20,2025-05-28,8,MENA,Off-roading,Noise,668.27,False
CLM-01620,SALE-05915,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-01-18,2025-12-20,336,EU,Commercial,Intermittent,398.35,False
CLM-01621,SALE-01873,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-11-27,2025-01-06,40,UK,Off-roading,Corrosion,722.72,False
CLM-01622,SALE-01729,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-12-27,2026-03-03,431,EU,Commercial,Leak,695.71,False
CLM-01623,SALE-05641,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-04-15,2026-03-11,330,UK,Leisure,Noise,572.88,False
CLM-01624,SALE-12549,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-05-19,2026-01-17,243,EU,Off-roading,Non-start,212.28,False
CLM-01625,SALE-00571,37Q-9AH8,Starter Motor,Electrical,HBRP-OIG8,2025-06-26,2025-12-08,165,MENA,Off-roading,Leak,522.75,False
CLM-01626,SALE-06014,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-04-19,2026-08-12,480,EU,Off-roading,Corrosion,649.61,False
CLM-01627,SALE-05962,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-01-05,2025-10-15,283,UK,Off-roading,Leak,1292.79,False
CLM-01628,SALE-00882,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-10-01,2025-01-04,95,UK,Commuting,Intermittent,709.61,False
CLM-01629,SALE-09774,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-06-28,2025-11-06,131,Americas,Leisure,Leak,156.85,False
CLM-01630,SALE-09018,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-12-01,2025-06-28,209,Americas,Leisure,Noise,230.27,False
CLM-01631,SALE-06630,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-05-26,2026-10-30,522,MENA,Leisure,Corrosion,947.44,False
CLM-01632,SALE-09539,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-02-10,2026-08-05,541,Americas,Leisure,Leak,1827.26,False
CLM-01633,SALE-09888,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-05-28,2026-09-21,481,EU,Commercial,Non-start,735.5,False
CLM-01634,SALE-08924,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-04-29,2026-10-05,524,EU,Off-roading,Noise,1085.8,False
CLM-01635,SALE-12457,HJK-1EYY,Drive Shaft,Powertrain,B9M8-0O2R,2024-11-06,2026-04-15,525,Americas,Commercial,Leak,2638.58,False
CLM-01636,SALE-12245,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-02-03,2026-02-02,364,Americas,Leisure,Leak,359.51,False
CLM-01637,SALE-10897,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-12-10,2026-02-06,423,UK,Leisure,Intermittent,778.07,False
CLM-01638,SALE-09491,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-10-02,2025-05-03,213,UK,Commercial,Non-start,593.31,False
CLM-01639,SALE-09580,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-04-21,2025-10-07,169,Americas,Commercial,Noise,659.24,False
CLM-01640,SALE-09390,UN5-Z3JQ,Front Bumper,Body,F1CB-FNO6,2024-11-16,2025-06-12,208,MENA,Commercial,Leak,459.61,False
CLM-01641,SALE-00719,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-02-04,2026-04-07,427,Americas,Leisure,Noise,443.43,False
CLM-01642,SALE-06299,37Q-9AH8,Starter Motor,Electrical,HBRP-OIG8,2025-03-06,2026-08-09,521,MENA,Commuting,Intermittent,82.29,False
CLM-01643,SALE-12334,X27-2HPO,Tie Rod,Chassis,38HY-F9SX,2024-11-04,2024-11-23,19,MENA,Commuting,Noise,239.39,False
CLM-01644,SALE-07893,6MJ-XK87,Compressor,HVAC,F1CB-FNO6,2025-04-11,2026-08-10,486,EU,Commercial,Non-start,171.51,False
CLM-01645,SALE-07989,3YR-9OUD,Steering Knuckle,Chassis,38HY-F9SX,2025-04-19,2025-07-15,87,MENA,Off-roading,Intermittent,302.42,False
CLM-01646,SALE-04251,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-06-24,2026-12-06,530,UK,Leisure,Leak,211.44,False
CLM-01647,SALE-12317,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-03-20,2025-11-12,237,EU,Commuting,Non-start,920.14,False
CLM-01648,SALE-04391,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-05-29,2025-11-19,174,EU,Commuting,Non-start,701.59,False
CLM-01649,SALE-04315,IP9-8Q1Z,Transmission Assembly,Powertrain,HBRP-OIG8,2025-05-20,2025-09-01,104,Americas,Commercial,Non-start,2443.03,False
CLM-01650,SALE-06070,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-10-03,2025-05-28,237,EU,Commercial,Intermittent,930.8,False
CLM-01651,SALE-03767,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-03-09,2025-06-19,102,EU,Off-roading,Corrosion,918.44,False
CLM-01652,SALE-11830,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-01-20,2025-07-10,171,EU,Commuting,Intermittent,105.83,False
CLM-01653,SALE-05570,XOI-65FD,Tailgate,Body,F1CB-FNO6,2025-04-30,2025-09-15,138,UK,Commercial,Corrosion,307.79,False
CLM-01654,SALE-06313,8II-49KQ,Blower Motor,HVAC,38HY-F9SX,2025-05-08,2025-06-15,38,EU,Commuting,Non-start,724.29,False
CLM-01655,SALE-02351,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-12-30,2026-01-25,391,EU,Commuting,Leak,338.41,False
CLM-01656,SALE-06464,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-04-17,2026-06-08,417,EU,Off-roading,Intermittent,463.56,False
CLM-01657,SALE-06362,6MJ-XK87,Compressor,HVAC,HBRP-OIG8,2025-03-17,2025-04-10,24,MENA,Leisure,Noise,832.38,False
CLM-01658,SALE-05195,37Q-9AH8,Starter Motor,Electrical,F1CB-FNO6,2025-01-28,2026-04-05,432,UK,Leisure,Corrosion,118.57,False
CLM-01659,SALE-11006,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-10-16,2025-07-30,287,UK,Off-roading,Noise,702.84,False
CLM-01660,SALE-11570,AU5-BHXT,Suspension Control Arm,Chassis,HBRP-OIG8,2025-03-23,2025-06-13,82,UK,Leisure,Corrosion,988.85,False
CLM-01661,SALE-13208,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-02-19,2025-11-01,255,EU,Leisure,Noise,488.58,False
CLM-01662,SALE-00298,RVH-S1K3,Turbocharger,Powertrain,HBRP-OIG8,2025-06-05,2026-11-22,535,EU,Leisure,Leak,685.84,False
CLM-01663,SALE-10455,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-02-24,2026-01-17,327,Americas,Off-roading,Corrosion,1032.45,False
CLM-01664,SALE-02044,HJK-1EYY,Drive Shaft,Powertrain,B9M8-0O2R,2025-04-24,2026-09-04,498,UK,Off-roading,Leak,547.28,False
CLM-01665,SALE-02753,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-12-29,2026-02-01,399,EU,Commercial,Noise,558.24,False
CLM-01666,SALE-01805,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-06-11,2025-11-14,156,MENA,Commercial,Corrosion,168.96,False
CLM-01667,SALE-02590,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-11-13,2025-03-20,127,MENA,Commuting,Noise,244.46,False
CLM-01668,SALE-10680,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-12-27,2025-09-30,277,MENA,Leisure,Corrosion,199.87,False
CLM-01669,SALE-07504,UN5-Z3JQ,Front Bumper,Body,F1CB-FNO6,2024-12-24,2025-01-20,27,EU,Commercial,Leak,238.87,False
CLM-01670,SALE-12628,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-03-25,2025-04-15,21,MENA,Off-roading,Intermittent,496.46,False
CLM-01671,SALE-01000,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-11-23,2026-05-03,526,Americas,Commuting,Noise,688.24,False
CLM-01672,SALE-04296,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-11-14,2025-07-13,241,Americas,Commercial,Corrosion,911.58,False
CLM-01673,SALE-09603,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-03-28,2025-07-13,107,MENA,Leisure,Noise,670.53,False
CLM-01674,SALE-12687,IP9-8Q1Z,Transmission Assembly,Powertrain,38HY-F9SX,2024-11-03,2026-04-27,540,MENA,Commercial,Noise,3432.63,False
CLM-01675,SALE-04901,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-02-11,2025-09-20,221,UK,Commercial,Non-start,347.15,False
CLM-01676,SALE-09369,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-04-16,2025-06-22,67,Americas,Leisure,Corrosion,347.4,False
CLM-01677,SALE-08808,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-12-26,2025-08-25,242,MENA,Commercial,Non-start,2555.79,False
CLM-01678,SALE-01491,RVH-S1K3,Turbocharger,Powertrain,HBRP-OIG8,2024-12-29,2026-06-06,524,Americas,Off-roading,Intermittent,1305.37,False
CLM-01679,SALE-06490,RVH-S1K3,Turbocharger,Powertrain,HBRP-OIG8,2024-12-05,2026-01-05,396,Americas,Leisure,Noise,849.13,False
CLM-01680,SALE-11602,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-12-28,2025-07-19,203,EU,Leisure,Corrosion,823.58,False
CLM-01681,SALE-13431,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-06-13,2026-01-19,220,UK,Commercial,Leak,342.29,False
CLM-01682,SALE-02603,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-12-10,2026-02-02,419,MENA,Leisure,Leak,2696.53,False
CLM-01683,SALE-03184,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-03-24,2025-11-05,226,Americas,Off-roading,Corrosion,163.68,False
CLM-01684,SALE-03426,AQ6-L6GT,Brake Caliper,Chassis,B9M8-0O2R,2025-01-19,2025-08-21,214,Americas,Leisure,Noise,1134.57,False
CLM-01685,SALE-07796,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-11-29,2025-11-23,359,EU,Off-roading,Leak,400.84,False
CLM-01686,SALE-05700,X27-2HPO,Tie Rod,Chassis,B9M8-0O2R,2024-10-27,2026-03-12,501,Americas,Commuting,Non-start,929.7,False
CLM-01687,SALE-07558,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-10-11,2026-01-25,471,UK,Commuting,Intermittent,769.98,False
CLM-01688,SALE-04384,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-05-23,2025-06-11,19,UK,Leisure,Corrosion,252.45,False
CLM-01689,SALE-10791,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-05-13,2026-04-29,351,UK,Commercial,Intermittent,517.7,False
CLM-01690,SALE-09716,XOI-65FD,Tailgate,Body,HBRP-OIG8,2025-06-24,2026-05-05,315,Americas,Commuting,Corrosion,379.09,False
CLM-01691,SALE-07753,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-06-13,2026-01-13,214,Americas,Leisure,Intermittent,391.05,False
CLM-01692,SALE-00930,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-01-23,2026-05-30,492,EU,Leisure,Leak,2292.82,False
CLM-01693,SALE-07636,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-02-10,2025-09-20,222,EU,Commuting,Corrosion,300.89,False
CLM-01694,SALE-07591,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-12-29,2025-09-24,269,Americas,Commuting,Corrosion,1129.49,False
CLM-01695,SALE-09512,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-11-21,2025-02-13,84,UK,Commercial,Non-start,2514.73,False
CLM-01696,SALE-08763,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-12-06,2025-01-19,44,Americas,Commercial,Leak,213.08,False
CLM-01697,SALE-12688,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-12-22,2025-06-01,161,Americas,Commercial,Intermittent,817.26,False
CLM-01698,SALE-07012,8II-49KQ,Blower Motor,HVAC,F1CB-FNO6,2025-05-15,2026-05-27,377,Americas,Off-roading,Noise,384.17,False
CLM-01699,SALE-01772,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-10-21,2025-08-25,308,UK,Leisure,Noise,900.88,False
CLM-01700,SALE-10151,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-01-20,2025-05-17,117,UK,Commuting,Corrosion,183.95,False
