sale_id,component_code,supplier_code,sale_date,market_region,use_case
SALE-10120,3YR-9OUD,MECO-SFOG,2024-12-09,Americas,Off-roading
SALE-10122,AU5-BHXT,MECO-SFOG,2025-01-01,EU,Commercial
SALE-10123,AQ6-L6GT,AK1V-RJNV,2025-03-12,MENA,Commuting
SALE-10124,PDP-FF5E,MECO-SFOG,2024-12-20,MENA,Leisure
SALE-10125,UN5-Z3JQ,YR3X-KXWN,2024-12-02,Americas,Commuting
SALE-10127,XOI-65FD,YR3X-KXWN,2024-11-17,EU,Commuting
SALE-10129,HJK-1EYY,AK1V-RJNV,2024-12-13,EU,Off-roading
SALE-10131,37Q-9AH8,F1CB-FNO6,2025-03-06,MENA,Commuting
SALE-10133,HJK-1EYY,AK1V-RJNV,2025-06-23,UK,Leisure
SALE-10134,XOI-65FD,YR3X-KXWN,2025-06-13,EU,Commercial
SALE-10135,6MJ-XK87,GFYG-WWQC,2024-11-08,MENA,Off-roading
SALE-10136,3YR-9OUD,MECO-SFOG,2024-11-24,EU,Off-roading
SALE-10137,RVH-S1K3,AK1V-RJNV,2024-10-28,UK,Commercial
SALE-10138,8II-49KQ,HBRP-OIG8,2025-01-26,EU,Leisure
SALE-10140,XOI-65FD,YR3X-KXWN,2025-04-27,UK,Leisure
SALE-10144,AU5-BHXT,MECO-SFOG,2025-06-16,Americas,Off-roading
SALE-10145,AQ6-L6GT,AK1V-RJNV,2025-04-16,UK,Off-roading
SALE-10150,8II-49KQ,GFYG-WWQC,2024-11-23,UK,Commercial
SALE-10151,AQ6-L6GT,AK1V-RJNV,2025-01-20,UK,Commuting
SALE-10155,UN5-Z3JQ,YR3X-KXWN,2024-12-24,UK,Commercial
SALE-10157,X27-2HPO,MECO-SFOG,2025-06-09,UK,Commercial
SALE-10158,RVH-S1K3,F1CB-FNO6,2025-02-03,EU,Commuting
SALE-10161,UN5-Z3JQ,YR3X-KXWN,2024-10-28,Americas,Commercial
SALE-10162,3YR-9OUD,MECO-SFOG,2025-06-23,Americas,Off-roading
SALE-10163,XOI-65FD,YR3X-KXWN,2024-11-21,Americas,Commercial
SALE-10165,AU5-BHXT,MECO-SFOG,2025-04-25,EU,Commercial
SALE-10167,8II-49KQ,GFYG-WWQC,2025-04-19,MENA,Commuting
SALE-10170,AQ6-L6GT,AK1V-RJNV,2024-11-16,UK,Off-roading
SALE-10171,37Q-9AH8,GFYG-WWQC,2025-02-14,EU,Leisure
SALE-10172,AQ6-L6GT,AK1V-RJNV,2025-02-07,UK,Off-roading
SALE-10173,37Q-9AH8,HBRP-OIG8,2025-04-13,EU,Off-roading
SALE-10176,IP9-8Q1Z,AK1V-RJNV,2024-12-08,Americas,Leisure
SALE-10181,UN5-Z3JQ,B9M8-0O2R,2024-10-16,MENA,Leisure
SALE-10184,71N-8MTZ,GFYG-WWQC,2025-04-27,MENA,Commercial
SALE-10185,AQ6-L6GT,AK1V-RJNV,2025-03-07,UK,Commercial
SALE-10187,IP9-8Q1Z,HBRP-OIG8,2025-05-29,EU,Off-roading
SALE-10188,37Q-9AH8,GFYG-WWQC,2024-11-27,MENA,Commuting
SALE-10191,IP9-8Q1Z,AK1V-RJNV,2024-10-14,Americas,Leisure
SALE-10194,AU5-BHXT,MECO-SFOG,2025-05-31,UK,Commuting
SALE-10195,OCU-ZREN,B9M8-0O2R,2025-02-22,MENA,Leisure
SALE-10199,6MJ-XK87,HBRP-OIG8,2025-03-07,UK,Commuting
SALE-10200,AQ6-L6GT,AK1V-RJNV,2024-10-18,EU,Leisure
SALE-10202,X27-2HPO,MECO-SFOG,2024-11-27,EU,Commuting
SALE-10203,8II-49KQ,F1CB-FNO6,2025-03-04,Americas,Commercial
SALE-10207,37Q-9AH8,38HY-F9SX,2025-02-28,EU,Commercial
SALE-10210,X27-2HPO,MECO-SFOG,2024-11-16,UK,Commercial
SALE-10211,3YR-9OUD,MECO-SFOG,2025-04-25,UK,Commuting
SALE-10214,IP9-8Q1Z,F1CB-FNO6,2025-02-20,UK,Off-roading
SALE-10216,6MJ-XK87,B9M8-0O2R,2025-01-05,UK,Commuting
SALE-10217,37Q-9AH8,38HY-F9SX,2024-11-16,EU,Leisure
SALE-10218,HJK-1EYY,AK1V-RJNV,2025-04-09,Americas,Commuting
SALE-10219,6MJ-XK87,GFYG-WWQC,2025-02-17,UK,Commercial
SALE-10220,PDP-FF5E,MECO-SFOG,2025-05-19,Americas,Commuting
SALE-10223,HJK-1EYY,AK1V-RJNV,2024-11-18,UK,Leisure
SALE-10227,37Q-9AH8,GFYG-WWQC,2024-12-26,Americas,Off-roading
SALE-10230,6MJ-XK87,HBRP-OIG8,2024-12-13,MENA,Leisure
SALE-10232,3YR-9OUD,MECO-SFOG,2024-11-16,EU,Commuting
SALE-10233,6MJ-XK87,F1CB-FNO6,2025-01-04,Americas,Commuting
SALE-10234,OCU-ZREN,B9M8-0O2R,2024-10-31,UK,Leisure
SALE-10236,UN5-Z3JQ,YR3X-KXWN,2024-10-17,EU,Commercial
SALE-10237,UN5-Z3JQ,YR3X-KXWN,2025-04-30,EU,Leisure
SALE-10238,OCU-ZREN,F1CB-FNO6,2025-05-23,Americas,Commuting
SALE-10246,RVH-S1K3,AK1V-RJNV,2025-03-26,MENA,Commuting
SALE-10250,OCU-ZREN,38HY-F9SX,2025-02-04,UK,Leisure
SALE-10252,AQ6-L6GT,AK1V-RJNV,2024-10-21,UK,Leisure
SALE-10254,AU5-BHXT,MECO-SFOG,2025-03-01,EU,Commuting
SALE-10255,PDP-FF5E,MECO-SFOG,2025-03-09,EU,Off-roading
SALE-10258,37Q-9AH8,GFYG-WWQC,2025-01-04,UK,Off-roading
SALE-10260,PDP-FF5E,MECO-SFOG,2024-12-14,UK,Leisure
SALE-10262,IP9-8Q1Z,AK1V-RJNV,2025-02-10,UK,Commercial
SALE-10264,AU5-BHXT,MECO-SFOG,2025-02-16,EU,Commuting
SALE-10265,X27-2HPO,F1CB-FNO6,2025-06-03,EU,Commuting
SALE-10267,6MJ-XK87,GFYG-WWQC,2025-01-20,UK,Commuting
SALE-10268,71N-8MTZ,GFYG-WWQC,2025-03-19,EU,Commuting
SALE-10269,HJK-1EYY,AK1V-RJNV,2025-05-28,Americas,Leisure
SALE-10271,8II-49KQ,GFYG-WWQC,2025-02-15,UK,Leisure
SALE-10272,OCU-ZREN,YR3X-KXWN,2025-05-24,EU,Off-roading
SALE-10273,3YR-9OUD,MECO-SFOG,2024-10-03,UK,Commercial
SALE-10274,3YR-9OUD,MECO-SFOG,2025-01-24,UK,Leisure
SALE-10276,OCU-ZREN,YR3X-KXWN,2025-02-08,Americas,Off-roading
SALE-10279,6MJ-XK87,GFYG-WWQC,2025-04-19,MENA,Commercial
SALE-10282,3YR-9OUD,MECO-SFOG,2025-05-04,UK,Off-roading
SALE-10286,IP9-8Q1Z,38HY-F9SX,2024-10-27,EU,Off-roading
SALE-10288,6MJ-XK87,GFYG-WWQC,2024-10-14,Americas,Commuting
SALE-10289,71N-8MTZ,GFYG-WWQC,2025-01-06,Americas,Off-roading
SALE-10292,UN5-Z3JQ,YR3X-KXWN,2025-04-25,EU,Commercial
SALE-10293,8II-49KQ,GFYG-WWQC,2025-05-21,Americas,Leisure
SALE-10294,71N-8MTZ,GFYG-WWQC,2025-05-27,MENA,Commuting
SALE-10295,6MJ-XK87,GFYG-WWQC,2025-06-07,Americas,Commuting
SALE-10298,HJK-1EYY,AK1V-RJNV,2025-05-24,Americas,Commuting
SALE-10300,IP9-8Q1Z,AK1V-RJNV,2024-11-08,EU,Leisure
SALE-10301,6MJ-XK87,F1CB-FNO6,2025-04-01,MENA,Leisure
SALE-10302,XOI-65FD,YR3X-KXWN,2024-10-30,EU,Commercial
SALE-10304,OCU-ZREN,HBRP-OIG8,2025-02-20,MENA,Off-roading
SALE-10306,OCU-ZREN,38HY-F9SX,2024-12-13,Americas,Off-roading
SALE-10307,AQ6-L6GT,AK1V-RJNV,2024-11-24,EU,Commercial
SALE-10308,37Q-9AH8,38HY-F9SX,2024-10-24,UK,Commercial
SALE-10309,3YR-9OUD,B9M8-0O2R,2024-10-22,MENA,Leisure
SALE-10311,HJK-1EYY,HBRP-OIG8,2024-11-01,MENA,Off-roading
SALE-10315,3YR-9OUD,B9M8-0O2R,2024-12-09,MENA,Leisure
SALE-10316,AU5-BHXT,MECO-SFOG,2024-12-27,UK,Commercial
SALE-10317,8II-49KQ,38HY-F9SX,2025-05-07,Americas,Leisure
SALE-10318,8II-49KQ,GFYG-WWQC,2025-06-27,EU,Leisure
SALE-10319,RVH-S1K3,AK1V-RJNV,2024-12-17,MENA,Off-roading
SALE-10320,OCU-ZREN,YR3X-KXWN,2024-10-10,EU,Commuting
SALE-10323,OCU-ZREN,YR3X-KXWN,2025-04-04,Americas,Commuting
SALE-10325,PDP-FF5E,38HY-F9SX,2025-01-29,Americas,Off-roading
SALE-10326,UN5-Z3JQ,YR3X-KXWN,2025-07-01,Americas,Commercial
SALE-10329,AQ6-L6GT,AK1V-RJNV,2025-01-06,UK,Off-roading
SALE-10330,37Q-9AH8,F1CB-FNO6,2025-05-29,MENA,Commercial
SALE-10331,HJK-1EYY,AK1V-RJNV,2025-01-22,MENA,Off-roading
SALE-10333,XOI-65FD,B9M8-0O2R,2025-05-29,Americas,Commuting
SALE-10334,AU5-BHXT,HBRP-OIG8,2025-03-05,EU,Off-roading
SALE-10336,OCU-ZREN,YR3X-KXWN,2024-11-13,UK,Commuting
SALE-10338,71N-8MTZ,GFYG-WWQC,2025-02-15,EU,Leisure
SALE-10340,HJK-1EYY,AK1V-RJNV,2025-02-20,Americas,Off-roading
SALE-10342,37Q-9AH8,GFYG-WWQC,2025-06-19,MENA,Leisure
SALE-10344,XOI-65FD,YR3X-KXWN,2024-12-01,Americas,Commercial
SALE-10347,AQ6-L6GT,AK1V-RJNV,2024-10-31,MENA,Commuting
SALE-10349,37Q-9AH8,GFYG-WWQC,2025-03-18,Americas,Commuting
SALE-10350,71N-8MTZ,GFYG-WWQC,2025-06-23,EU,Off-roading
SALE-10353,IP9-8Q1Z,AK1V-RJNV,2025-04-03,EU,Leisure
SALE-10358,PDP-FF5E,MECO-SFOG,2025-06-11,MENA,Leisure
SALE-10361,8II-49KQ,B9M8-0O2R,2025-03-15,MENA,Leisure
SALE-10362,RVH-S1K3,AK1V-RJNV,2025-06-17,Americas,Commuting
SALE-10363,37Q-9AH8,GFYG-WWQC,2024-10-04,UK,Commuting
SALE-10364,37Q-9AH8,GFYG-WWQC,2025-01-27,UK,Off-roading
SALE-10369,UN5-Z3JQ,YR3X-KXWN,2024-12-09,Americas,Leisure
SALE-10371,3YR-9OUD,MECO-SFOG,2025-03-30,Americas,Commercial
SALE-10372,PDP-FF5E,MECO-SFOG,2024-10-05,Americas,Leisure
SALE-10373,71N-8MTZ,GFYG-WWQC,2025-04-15,UK,Commercial
SALE-10374,8II-49KQ,GFYG-WWQC,2024-11-16,EU,Leisure
SALE-10375,AU5-BHXT,HBRP-OIG8,2025-02-17,MENA,Off-roading
SALE-10379,HJK-1EYY,HBRP-OIG8,2025-07-01,EU,Off-roading
SALE-10384,X27-2HPO,MECO-SFOG,2024-12-08,UK,Leisure
SALE-10386,PDP-FF5E,MECO-SFOG,2024-11-01,UK,Off-roading
SALE-10388,8II-49KQ,GFYG-WWQC,2025-03-31,Americas,Off-roading
SALE-10389,X27-2HPO,MECO-SFOG,2025-06-05,MENA,Leisure
SALE-10391,71N-8MTZ,GFYG-WWQC,2024-10-30,EU,Commuting
SALE-10398,71N-8MTZ,GFYG-WWQC,2024-12-28,Americas,Off-roading
SALE-10399,XOI-65FD,YR3X-KXWN,2025-05-22,Americas,Commuting
SALE-10400,X27-2HPO,B9M8-0O2R,2025-03-17,MENA,Commuting
SALE-10401,XOI-65FD,YR3X-KXWN,2025-02-03,UK,Leisure
SALE-10402,IP9-8Q1Z,B9M8-0O2R,2025-01-28,UK,Commuting
SALE-10404,OCU-ZREN,F1CB-FNO6,2025-04-08,MENA,Leisure
SALE-10406,OCU-ZREN,F1CB-FNO6,2025-04-20,MENA,Leisure
SALE-10407,X27-2HPO,MECO-SFOG,2024-11-28,Americas,Leisure
SALE-10408,IP9-8Q1Z,AK1V-RJNV,2025-05-11,UK,Commercial
SALE-10410,HJK-1EYY,B9M8-0O2R,2024-10-11,Americas,Commuting
SALE-10413,6MJ-XK87,B9M8-0O2R,2024-11-03,EU,Off-roading
SALE-10416,PDP-FF5E,F1CB-FNO6,2025-01-01,MENA,Off-roading
SALE-10417,RVH-S1K3,AK1V-RJNV,2025-02-10,Americas,Commuting
SALE-10421,PDP-FF5E,MECO-SFOG,2024-10-30,UK,Leisure
SALE-10423,71N-8MTZ,GFYG-WWQC,2024-11-30,Americas,Commuting
SALE-10431,PDP-FF5E,F1CB-FNO6,2024-12-16,MENA,Commuting
SALE-10433,AQ6-L6GT,AK1V-RJNV,2024-12-31,MENA,Commuting
SALE-10436,XOI-65FD,YR3X-KXWN,2024-11-09,UK,Commuting
SALE-10439,XOI-65FD,HBRP-OIG8,2024-12-05,Americas,Leisure
SALE-10440,AU5-BHXT,MECO-SFOG,2025-01-17,EU,Commuting
SALE-10442,RVH-S1K3,AK1V-RJNV,2024-12-31,EU,Off-roading
SALE-10445,37Q-9AH8,GFYG-WWQC,2025-05-28,UK,Leisure
SALE-10447,IP9-8Q1Z,AK1V-RJNV,2025-04-30,EU,Leisure
SALE-10451,AQ6-L6GT,AK1V-RJNV,2025-03-19,EU,Leisure
SALE-10452,UN5-Z3JQ,YR3X-KXWN,2025-04-28,Americas,Commercial
SALE-10453,AU5-BHXT,38HY-F9SX,2025-06-13,Americas,Commercial
SALE-10454,OCU-ZREN,YR3X-KXWN,2024-12-12,UK,Commuting
SALE-10455,X27-2HPO,MECO-SFOG,2025-02-24,Americas,Off-roading
SALE-10458,AQ6-L6GT,AK1V-RJNV,2025-03-03,Americas,Leisure
SALE-10459,AQ6-L6GT,F1CB-FNO6,2025-06-12,Americas,Commercial
SALE-10463,XOI-65FD,YR3X-KXWN,2025-02-11,MENA,Commercial
SALE-10464,X27-2HPO,MECO-SFOG,2025-02-06,UK,Leisure
SALE-10468,37Q-9AH8,GFYG-WWQC,2025-06-09,MENA,Off-roading
SALE-10469,71N-8MTZ,GFYG-WWQC,2025-02-12,EU,Off-roading
SALE-10472,37Q-9AH8,GFYG-WWQC,2024-12-19,UK,Off-roading
SALE-10473,RVH-S1K3,AK1V-RJNV,2025-04-09,EU,Leisure
SALE-10476,71N-8MTZ,GFYG-WWQC,2024-10-30,EU,Commercial
SALE-10480,71N-8MTZ,GFYG-WWQC,2024-10-21,EU,Commercial
SALE-10481,OCU-ZREN,YR3X-KXWN,2025-06-03,EU,Leisure
SALE-10483,37Q-9AH8,B9M8-0O2R,2025-05-20,UK,Off-roading
SALE-10487,6MJ-XK87,B9M8-0O2R,2025-06-02,MENA,Leisure
SALE-10490,XOI-65FD,YR3X-KXWN,2024-10-22,UK,Commuting
SALE-10491,PDP-FF5E,MECO-SFOG,2024-10-19,MENA,Off-roading
SALE-10494,IP9-8Q1Z,AK1V-RJNV,2024-12-11,Americas,Commercial
SALE-10497,XOI-65FD,F1CB-FNO6,2025-04-17,MENA,Leisure
SALE-10498,OCU-ZREN,YR3X-KXWN,2024-10-17,MENA,Off-roading
SALE-10499,6MJ-XK87,GFYG-WWQC,2025-05-06,Americas,Off-roading
SALE-10500,8II-49KQ,GFYG-WWQC,2025-02-24,UK,Commuting
SALE-10501,PDP-FF5E,MECO-SFOG,2025-04-28,EU,Commercial
SALE-10505,PDP-FF5E,38HY-F9SX,2025-03-12,Americas,Off-roading
SALE-10506,37Q-9AH8,GFYG-WWQC,2025-01-09,Americas,Commercial
SALE-10509,UN5-Z3JQ,YR3X-KXWN,2025-03-04,Americas,Commuting
SALE-10510,PDP-FF5E,MECO-SFOG,2024-10-10,EU,Commercial
SALE-10512,UN5-Z3JQ,HBRP-OIG8,2025-04-01,MENA,Off-roading
SALE-10514,PDP-FF5E,MECO-SFOG,2024-10-06,EU,Commercial
SALE-10517,RVH-S1K3,38HY-F9SX,2025-06-15,MENA,Off-roading
SALE-10518,71N-8MTZ,F1CB-FNO6,2025-04-29,UK,Off-roading
SALE-10519,8II-49KQ,F1CB-FNO6,2024-11-20,MENA,Commuting
SALE-10523,IP9-8Q1Z,AK1V-RJNV,2024-11-20,EU,Off-roading
SALE-10524,37Q-9AH8,GFYG-WWQC,2025-03-03,UK,Commuting
SALE-10527,6MJ-XK87,GFYG-WWQC,2025-02-11,Americas,Commuting
SALE-10528,HJK-1EYY,AK1V-RJNV,2025-05-08,Americas,Commuting
SALE-10529,6MJ-XK87,GFYG-WWQC,2025-03-12,Americas,Leisure
SALE-10531,UN5-Z3JQ,YR3X-KXWN,2025-01-23,Americas,Commuting
SALE-10534,3YR-9OUD,MECO-SFOG,2025-02-26,MENA,Off-roading
SALE-10535,OCU-ZREN,YR3X-KXWN,2025-05-29,MENA,Commuting
SALE-10536,3YR-9OUD,MECO-SFOG,2025-01-31,MENA,Off-roading
SALE-10537,XOI-65FD,YR3X-KXWN,2024-12-08,MENA,Commercial
SALE-10538,UN5-Z3JQ,YR3X-KXWN,2024-12-02,UK,Off-roading
SALE-10539,X27-2HPO,HBRP-OIG8,2024-10-16,MENA,Off-roading
SALE-10541,OCU-ZREN,YR3X-KXWN,2025-06-15,UK,Off-roading
SALE-10542,37Q-9AH8,GFYG-WWQC,2025-05-05,Americas,Commuting
SALE-10544,HJK-1EYY,AK1V-RJNV,2025-01-22,EU,Off-roading
SALE-10546,37Q-9AH8,GFYG-WWQC,2025-05-25,Americas,Commuting
SALE-10548,37Q-9AH8,F1CB-FNO6,2025-02-06,UK,Commercial
SALE-10550,8II-49KQ,GFYG-WWQC,2025-03-14,MENA,Commercial
SALE-10552,6MJ-XK87,B9M8-0O2R,2025-06-14,EU,Commuting
SALE-10553,OCU-ZREN,YR3X-KXWN,2025-02-09,Americas,Commuting
SALE-10554,37Q-9AH8,GFYG-WWQC,2025-06-14,Americas,Commuting
SALE-10555,AU5-BHXT,MECO-SFOG,2025-02-18,MENA,Leisure
SALE-10556,37Q-9AH8,HBRP-OIG8,2025-04-27,MENA,Off-roading
SALE-10558,UN5-Z3JQ,YR3X-KXWN,2024-11-20,MENA,Commuting
SALE-10560,RVH-S1K3,AK1V-RJNV,2025-06-16,Americas,Commuting
SALE-10561,3YR-9OUD,B9M8-0O2R,2025-03-27,UK,Commuting
SALE-10566,6MJ-XK87,GFYG-WWQC,2024-11-24,EU,Off-roading
SALE-10567,OCU-ZREN,YR3X-KXWN,2025-03-05,MENA,Commuting
SALE-10568,X27-2HPO,MECO-SFOG,2024-11-13,EU,Off-roading
SALE-10571,RVH-S1K3,B9M8-0O2R,2024-10-14,Americas,Off-roading
SALE-10576,8II-49KQ,GFYG-WWQC,2024-12-14,UK,Off-roading
SALE-10577,OCU-ZREN,YR3X-KXWN,2025-04-12,MENA,Commercial
SALE-10579,X27-2HPO,MECO-SFOG,2025-01-04,MENA,Commuting
SALE-10580,8II-49KQ,B9M8-0O2R,2024-11-09,Americas,Commercial
SALE-10582,HJK-1EYY,AK1V-RJNV,2025-01-15,MENA,Commuting
SALE-10583,3YR-9OUD,MECO-SFOG,2024-10-17,EU,Commercial
SALE-10587,AQ6-L6GT,AK1V-RJNV,2024-11-12,Americas,Commuting
SALE-10589,3YR-9OUD,MECO-SFOG,2024-10-30,EU,Commercial
SALE-10593,8II-49KQ,GFYG-WWQC,2025-01-02,UK,Commuting
SALE-10595,X27-2HPO,MECO-SFOG,2024-12-28,Americas,Commercial
SALE-10597,3YR-9OUD,HBRP-OIG8,2025-05-02,Americas,Off-roading
SALE-10600,IP9-8Q1Z,AK1V-RJNV,2025-04-10,EU,Off-roading
SALE-10601,37Q-9AH8,GFYG-WWQC,2025-05-12,UK,Leisure
SALE-10604,37Q-9AH8,38HY-F9SX,2025-04-21,UK,Off-roading
SALE-10606,AQ6-L6GT,AK1V-RJNV,2024-12-07,EU,Commuting
SALE-10607,X27-2HPO,MECO-SFOG,2024-12-31,Americas,Leisure
SALE-10608,X27-2HPO,MECO-SFOG,2025-03-27,UK,Commuting
SALE-10609,AQ6-L6GT,AK1V-RJNV,2024-10-03,EU,Off-roading
SALE-10610,8II-49KQ,GFYG-WWQC,2025-01-11,MENA,Off-roading
SALE-10611,AQ6-L6GT,AK1V-RJNV,2025-06-30,Americas,Commuting
SALE-10613,37Q-9AH8,GFYG-WWQC,2025-01-24,EU,Commercial
SALE-10615,HJK-1EYY,AK1V-RJNV,2025-01-12,MENA,Off-roading
SALE-10616,8II-49KQ,GFYG-WWQC,2025-06-16,UK,Off-roading
SALE-10620,RVH-S1K3,AK1V-RJNV,2024-10-27,Americas,Commercial
SALE-10627,UN5-Z3JQ,YR3X-KXWN,2024-10-30,UK,Off-roading
SALE-10630,IP9-8Q1Z,AK1V-RJNV,2025-02-03,UK,Off-roading
SALE-10633,PDP-FF5E,MECO-SFOG,2025-06-20,EU,Leisure
SALE-10634,6MJ-XK87,GFYG-WWQC,2025-05-10,EU,Commuting
SALE-10635,37Q-9AH8,GFYG-WWQC,2024-10-02,MENA,Off-roading
SALE-10638,X27-2HPO,MECO-SFOG,2025-02-23,EU,Commuting
SALE-10644,IP9-8Q1Z,AK1V-RJNV,2025-04-27,MENA,Off-roading
SALE-10645,6MJ-XK87,GFYG-WWQC,2025-04-23,Americas,Commercial
SALE-10646,AU5-BHXT,MECO-SFOG,2024-10-15,EU,Off-roading
SALE-10650,RVH-S1K3,AK1V-RJNV,2025-01-02,Americas,Leisure
SALE-10651,IP9-8Q1Z,AK1V-RJNV,2025-01-15,MENA,Commuting
SALE-10654,XOI-65FD,B9M8-0O2R,2025-02-05,Americas,Leisure
SALE-10656,AQ6-L6GT,38HY-F9SX,2024-11-07,Americas,Commuting
SALE-10657,PDP-FF5E,MECO-SFOG,2025-04-16,MENA,Commuting
SALE-10659,XOI-65FD,YR3X-KXWN,2024-10-07,MENA,Commercial
SALE-10662,HJK-1EYY,AK1V-RJNV,2025-04-12,Americas,Leisure
SALE-10664,71N-8MTZ,B9M8-0O2R,2024-10-01,MENA,Leisure
SALE-10665,IP9-8Q1Z,AK1V-RJNV,2024-12-01,Americas,Leisure
SALE-10667,X27-2HPO,MECO-SFOG,2024-10-18,EU,Commercial
SALE-10669,AQ6-L6GT,38HY-F9SX,2025-05-23,UK,Leisure
SALE-10670,AQ6-L6GT,AK1V-RJNV,2024-12-08,EU,Commuting
SALE-10672,3YR-9OUD,HBRP-OIG8,2024-10-08,UK,Off-roading
SALE-10675,8II-49KQ,GFYG-WWQC,2025-02-11,MENA,Leisure
SALE-10677,PDP-FF5E,MECO-SFOG,2024-11-25,Americas,Leisure
SALE-10679,IP9-8Q1Z,B9M8-0O2R,2025-01-22,Americas,Off-roading
SALE-10680,AU5-BHXT,MECO-SFOG,2024-12-27,MENA,Leisure
SALE-10681,8II-49KQ,HBRP-OIG8,2025-02-15,Americas,Commercial
SALE-10682,RVH-S1K3,B9M8-0O2R,2025-01-16,UK,Commuting
SALE-10685,71N-8MTZ,GFYG-WWQC,2025-02-21,Americas,Off-roading
SALE-10686,XOI-65FD,YR3X-KXWN,2024-11-25,EU,Off-roading
SALE-10687,AQ6-L6GT,AK1V-RJNV,2024-10-06,EU,Off-roading
SALE-10695,HJK-1EYY,F1CB-FNO6,2024-12-12,EU,Leisure
SALE-10696,AU5-BHXT,MECO-SFOG,2025-06-22,UK,Leisure
SALE-10697,OCU-ZREN,B9M8-0O2R,2025-05-15,UK,Commercial
SALE-10698,RVH-S1K3,AK1V-RJNV,2025-04-11,MENA,Commuting
SALE-10700,6MJ-XK87,GFYG-WWQC,2024-10-10,Americas,Leisure
SALE-10703,37Q-9AH8,GFYG-WWQC,2024-11-21,UK,Leisure
SALE-10704,HJK-1EYY,AK1V-RJNV,2025-01-07,Americas,Leisure
SALE-10705,3YR-9OUD,MECO-SFOG,2024-10-13,Americas,Commuting
SALE-10708,X27-2HPO,MECO-SFOG,2024-10-11,UK,Leisure
SALE-10709,IP9-8Q1Z,AK1V-RJNV,2024-12-20,Americas,Off-roading
SALE-10710,RVH-S1K3,AK1V-RJNV,2025-06-18,Americas,Off-roading
SALE-10711,71N-8MTZ,GFYG-WWQC,2024-10-06,UK,Commuting
SALE-10715,PDP-FF5E,F1CB-FNO6,2025-05-10,EU,Off-roading
SALE-10716,OCU-ZREN,YR3X-KXWN,2024-12-20,UK,Commercial
SALE-10718,71N-8MTZ,GFYG-WWQC,2024-11-29,EU,Leisure
SALE-10719,71N-8MTZ,GFYG-WWQC,2025-05-09,Americas,Commercial
SALE-10721,HJK-1EYY,AK1V-RJNV,2025-05-16,Americas,Commuting
SALE-10724,HJK-1EYY,AK1V-RJNV,2025-04-11,Americas,Commercial
SALE-10726,AQ6-L6GT,AK1V-RJNV,2025-06-14,Americas,Commuting
SALE-10735,8II-49KQ,GFYG-WWQC,2025-04-07,Americas,Commercial
SALE-10736,XOI-65FD,YR3X-KXWN,2025-03-27,Americas,Leisure
SALE-10740,X27-2HPO,MECO-SFOG,2025-05-05,Americas,Commercial
SALE-10741,71N-8MTZ,B9M8-0O2R,2024-11-11,Americas,Leisure
SALE-10742,RVH-S1K3,HBRP-OIG8,2025-04-12,Americas,Off-roading
SALE-10746,3YR-9OUD,MECO-SFOG,2025-03-12,EU,Leisure
SALE-10751,AQ6-L6GT,AK1V-RJNV,2025-06-22,EU,Off-roading
SALE-10754,UN5-Z3JQ,YR3X-KXWN,2024-12-24,EU,Leisure
SALE-10756,RVH-S1K3,AK1V-RJNV,2025-05-31,MENA,Off-roading
SALE-10759,8II-49KQ,GFYG-WWQC,2025-03-26,Americas,Off-roading
SALE-10760,X27-2HPO,MECO-SFOG,2025-02-07,MENA,Commercial
SALE-10761,XOI-65FD,YR3X-KXWN,2024-12-22,MENA,Off-roading
SALE-10763,HJK-1EYY,AK1V-RJNV,2024-12-27,Americas,Commuting
SALE-10770,AQ6-L6GT,AK1V-RJNV,2024-11-20,EU,Off-roading
SALE-10771,HJK-1EYY,AK1V-RJNV,2024-12-02,Americas,Commuting
SALE-10772,AU5-BHXT,HBRP-OIG8,2024-12-28,EU,Commercial
SALE-10773,OCU-ZREN,YR3X-KXWN,2025-04-08,Americas,Commuting
SALE-10776,8II-49KQ,GFYG-WWQC,2025-03-25,EU,Off-roading
SALE-10779,71N-8MTZ,HBRP-OIG8,2025-01-27,EU,Leisure
SALE-10780,RVH-S1K3,AK1V-RJNV,2025-03-18,EU,Commuting
SALE-10781,X27-2HPO,MECO-SFOG,2025-02-24,Americas,Commercial
SALE-10784,PDP-FF5E,B9M8-0O2R,2025-04-07,Americas,Commuting
SALE-10785,RVH-S1K3,B9M8-0O2R,2025-03-09,EU,Commuting
SALE-10787,OCU-ZREN,YR3X-KXWN,2024-10-18,Americas,Commercial
SALE-10788,X27-2HPO,38HY-F9SX,2025-02-17,MENA,Off-roading
SALE-10789,3YR-9OUD,MECO-SFOG,2025-01-23,MENA,Commuting
SALE-10791,RVH-S1K3,AK1V-RJNV,2025-05-13,UK,Commercial
SALE-10795,3YR-9OUD,MECO-SFOG,2025-06-10,Americas,Leisure
SALE-10796,UN5-Z3JQ,YR3X-KXWN,2025-01-06,MENA,Off-roading
SALE-10797,3YR-9OUD,MECO-SFOG,2024-12-10,MENA,Leisure
SALE-10799,OCU-ZREN,B9M8-0O2R,2024-12-29,UK,Off-roading
SALE-10801,UN5-Z3JQ,YR3X-KXWN,2025-05-07,MENA,Off-roading
SALE-10802,3YR-9OUD,F1CB-FNO6,2025-01-15,MENA,Commercial
SALE-10806,X27-2HPO,MECO-SFOG,2025-02-03,MENA,Commercial
